,EthnicGroup,ParentEduc,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Gender_female,Gender_male,LunchType_free/reduced,LunchType_standard
15642,4,1,0,3,2,1,5.0,0,1,96,96,94,0.0,1.0,0.0,1.0
15643,2,5,0,1,2,1,2.0,1,2,76,91,92,1.0,0.0,0.0,1.0
15644,1,5,0,0,1,1,3.0,1,0,78,99,99,1.0,0.0,0.0,1.0
15645,3,1,1,0,2,1,2.0,1,0,61,64,69,1.0,0.0,0.0,1.0
15646,3,0,0,0,0,0,1.0,1,0,72,65,64,0.0,1.0,0.0,1.0
15647,2,6,0,1,2,1,3.0,0,1,45,59,53,0.0,1.0,1.0,0.0
15648,2,5,0,2,1,1,2.0,0,0,26,49,43,1.0,0.0,1.0,0.0
15649,3,2,1,1,2,1,4.0,2,1,69,68,66,0.0,1.0,1.0,0.0
15650,4,5,1,2,1,1,1.0,1,0,59,56,57,0.0,1.0,1.0,0.0
15651,4,2,1,0,1,0,6.0,0,0,86,83,72,1.0,0.0,0.0,1.0
15652,3,0,0,0,2,0,2.0,0,2,84,94,94,1.0,0.0,0.0,1.0
15653,3,0,1,0,1,0,3.0,0,1,82,95,91,1.0,0.0,1.0,0.0
15654,2,5,1,0,1,1,2.0,0,2,51,46,39,0.0,1.0,1.0,0.0
15655,3,0,1,1,1,1,2.0,0,1,60,52,49,0.0,1.0,1.0,0.0
15656,2,1,1,2,2,1,2.0,1,0,79,80,85,1.0,0.0,1.0,0.0
15657,4,5,0,1,1,1,2.0,1,0,71,66,72,0.0,1.0,1.0,0.0
15658,4,1,0,0,2,0,2.0,0,1,77,70,74,0.0,1.0,1.0,0.0
15659,2,5,0,1,2,1,1.0,0,2,49,65,70,1.0,0.0,1.0,0.0
15660,2,2,1,2,1,0,2.0,1,1,86,80,73,0.0,1.0,0.0,1.0
15661,3,2,1,1,2,0,4.0,0,0,59,63,60,0.0,1.0,1.0,0.0
15662,3,4,1,2,1,0,3.0,0,0,64,66,66,0.0,1.0,0.0,1.0
15663,2,5,1,1,0,1,2.0,1,1,44,57,50,1.0,0.0,0.0,1.0
15664,3,4,0,1,1,1,3.0,0,1,73,68,78,0.0,1.0,0.0,1.0
15665,4,2,0,2,2,1,3.0,1,1,96,97,96,1.0,0.0,0.0,1.0
15666,4,6,0,0,2,1,2.0,0,0,75,85,80,1.0,0.0,0.0,1.0
15667,3,5,0,1,2,1,2.0,1,1,79,67,73,0.0,1.0,0.0,1.0
15668,3,6,1,1,2,1,0.0,1,0,60,53,49,0.0,1.0,0.0,1.0
15669,4,2,0,1,2,1,0.0,1,0,56,61,62,1.0,0.0,0.0,1.0
15670,2,6,0,1,1,1,2.0,0,2,78,93,99,1.0,0.0,0.0,1.0
15671,1,6,1,1,2,0,2.0,0,0,59,67,62,1.0,0.0,1.0,0.0
15672,4,6,1,1,0,1,2.0,0,0,63,77,69,1.0,0.0,1.0,0.0
15673,1,5,1,1,0,0,3.0,1,1,70,70,75,0.0,1.0,0.0,1.0
15674,0,0,1,1,2,0,1.0,1,1,62,61,62,0.0,1.0,0.0,1.0
15675,4,1,1,1,2,1,5.0,1,1,51,66,65,1.0,0.0,1.0,0.0
15676,3,1,0,2,2,1,4.0,1,1,49,71,72,1.0,0.0,1.0,0.0
15677,3,6,1,1,2,0,1.0,1,2,48,63,62,1.0,0.0,0.0,1.0
15678,1,0,0,0,2,1,0.0,1,0,41,44,42,0.0,1.0,0.0,1.0
15679,1,6,0,1,0,1,5.0,0,1,57,66,64,0.0,1.0,0.0,1.0
15680,3,2,1,2,2,1,2.0,1,2,50,53,54,1.0,0.0,1.0,0.0
15681,2,5,1,0,2,0,4.0,1,0,75,79,71,0.0,1.0,0.0,1.0
15682,1,6,1,1,2,0,2.0,2,2,93,90,84,1.0,0.0,0.0,1.0
15683,4,2,1,1,2,0,7.0,0,0,84,65,70,0.0,1.0,0.0,1.0
15684,2,5,1,1,2,1,0.0,1,1,67,57,55,0.0,1.0,1.0,0.0
15685,4,0,0,2,2,1,2.0,0,0,73,67,57,0.0,1.0,0.0,1.0
15686,3,6,1,1,0,0,2.0,0,1,47,50,50,1.0,0.0,1.0,0.0
15687,2,5,0,1,2,0,5.0,1,2,77,72,67,0.0,1.0,0.0,1.0
15688,4,1,1,1,2,1,2.0,2,0,81,87,88,1.0,0.0,0.0,1.0
15689,1,0,1,0,1,0,2.0,0,1,63,61,55,0.0,1.0,0.0,1.0
15690,0,2,1,1,2,1,0.0,0,0,62,59,55,0.0,1.0,0.0,1.0
15691,2,0,1,1,1,1,4.0,1,1,38,36,42,1.0,0.0,0.0,1.0
15692,2,1,0,1,1,1,2.0,1,0,93,97,94,0.0,1.0,1.0,0.0
15693,2,4,1,1,2,1,1.0,1,1,48,50,45,0.0,1.0,0.0,1.0
15694,1,5,1,0,1,0,4.0,1,1,54,66,59,0.0,1.0,0.0,1.0
15695,1,2,1,0,2,1,0.0,0,1,38,45,48,1.0,0.0,0.0,1.0
15696,1,1,0,1,2,1,1.0,2,0,68,69,67,0.0,1.0,1.0,0.0
15697,2,5,0,1,1,0,3.0,1,1,57,61,67,0.0,1.0,1.0,0.0
15698,1,5,0,1,2,1,2.0,0,0,83,93,98,1.0,0.0,0.0,1.0
15699,3,5,1,2,2,0,1.0,1,0,73,79,81,1.0,0.0,0.0,1.0
15700,3,1,1,1,2,1,1.0,0,0,90,94,99,1.0,0.0,0.0,1.0
15701,4,5,1,0,2,0,4.0,0,1,88,76,73,0.0,1.0,0.0,1.0
15702,2,2,0,1,2,1,4.0,0,1,73,87,90,1.0,0.0,0.0,1.0
15703,3,6,1,2,1,1,0.0,0,0,73,82,76,1.0,0.0,0.0,1.0
15704,2,0,1,0,0,1,0.0,1,1,58,65,57,1.0,0.0,0.0,1.0
15705,2,5,1,1,2,1,2.0,1,0,51,47,46,0.0,1.0,1.0,0.0
15706,0,1,1,2,2,0,2.0,1,0,59,50,57,1.0,0.0,0.0,1.0
15707,3,1,1,1,0,1,0.0,1,0,63,66,64,1.0,0.0,0.0,1.0
15708,2,5,0,1,2,0,2.0,1,1,39,64,58,1.0,0.0,1.0,0.0
15709,3,6,0,2,2,1,0.0,0,1,80,90,85,1.0,0.0,0.0,1.0
15710,2,2,0,1,0,1,5.0,1,0,62,84,84,1.0,0.0,0.0,1.0
15711,4,0,1,2,1,0,1.0,0,2,68,58,60,0.0,1.0,1.0,0.0
15712,1,2,0,1,2,0,2.0,2,0,55,45,43,0.0,1.0,0.0,1.0
15713,3,2,1,1,1,1,7.0,0,1,71,90,87,1.0,0.0,0.0,1.0
15714,3,6,0,1,1,1,1.0,1,0,66,76,83,1.0,0.0,1.0,0.0
15715,3,6,1,1,0,0,1.0,1,0,86,90,85,1.0,0.0,0.0,1.0
15716,4,2,1,1,1,1,3.0,1,0,99,82,82,0.0,1.0,0.0,1.0
15717,2,6,1,1,1,0,2.0,1,2,56,79,76,1.0,0.0,1.0,0.0
15718,3,1,1,1,1,1,1.0,1,0,58,64,64,1.0,0.0,1.0,0.0
15719,4,5,0,0,1,1,2.0,0,2,63,70,76,1.0,0.0,0.0,1.0
15720,3,5,0,2,1,1,2.0,1,0,98,89,86,0.0,1.0,0.0,1.0
15721,3,2,1,2,2,1,0.0,1,0,54,70,71,1.0,0.0,0.0,1.0
15722,0,1,1,0,1,1,1.0,1,1,61,66,69,1.0,0.0,0.0,1.0
15723,1,0,0,1,1,1,2.0,1,2,71,75,77,1.0,0.0,1.0,0.0
15724,4,5,0,1,1,1,1.0,0,2,44,51,57,1.0,0.0,1.0,0.0
15725,4,2,0,0,1,0,2.0,0,1,74,64,68,1.0,0.0,0.0,1.0
15726,1,2,0,3,2,0,3.0,1,1,71,63,60,0.0,1.0,0.0,1.0
15727,3,5,0,1,2,1,1.0,2,1,65,69,70,0.0,1.0,0.0,1.0
15728,1,5,0,1,2,1,3.0,1,0,55,73,76,1.0,0.0,1.0,0.0
15729,1,6,1,0,2,0,1.0,1,0,41,46,39,0.0,1.0,1.0,0.0
15730,3,2,1,1,1,1,0.0,0,1,84,82,83,1.0,0.0,0.0,1.0
15731,2,6,1,0,2,1,1.0,2,0,62,58,54,0.0,1.0,0.0,1.0
15732,2,0,1,2,2,0,1.0,1,1,43,53,47,0.0,1.0,1.0,0.0
15733,0,5,1,1,0,0,4.0,1,0,75,69,67,0.0,1.0,0.0,1.0
15734,4,1,1,1,2,1,0.0,0,1,84,82,81,0.0,1.0,1.0,0.0
15735,2,2,1,1,1,1,3.0,2,1,59,71,67,1.0,0.0,0.0,1.0
15736,4,0,0,0,2,0,5.0,1,1,67,59,57,0.0,1.0,1.0,0.0
15737,1,1,1,1,2,0,2.0,0,0,98,86,78,0.0,1.0,0.0,1.0
15738,1,0,0,1,1,0,1.0,0,0,66,64,66,0.0,1.0,0.0,1.0
15739,2,0,1,1,2,1,2.0,1,2,94,95,95,1.0,0.0,0.0,1.0
15740,0,2,1,1,2,0,4.0,1,0,49,59,53,0.0,1.0,1.0,0.0
15741,4,0,1,1,2,0,1.0,1,1,75,64,64,0.0,1.0,1.0,0.0
15742,3,6,1,2,2,1,0.0,1,1,29,34,33,1.0,0.0,1.0,0.0
15743,3,2,0,2,1,1,7.0,0,1,71,74,76,0.0,1.0,0.0,1.0
15744,2,5,1,1,1,1,2.0,2,0,59,69,64,0.0,1.0,0.0,1.0
15745,2,0,0,2,0,1,3.0,0,0,55,57,58,0.0,1.0,0.0,1.0
15746,3,3,0,2,0,1,3.0,1,2,93,99,99,1.0,0.0,0.0,1.0
15747,2,5,1,0,2,1,2.0,0,2,75,84,88,1.0,0.0,0.0,1.0
15748,1,6,1,1,1,1,3.0,1,0,66,53,54,0.0,1.0,0.0,1.0
15749,3,0,1,1,2,0,3.0,0,2,67,62,57,0.0,1.0,0.0,1.0
15750,1,3,0,2,2,1,3.0,1,0,65,75,78,1.0,0.0,1.0,0.0
15751,1,1,0,0,1,1,2.0,0,2,96,88,100,0.0,1.0,0.0,1.0
15752,2,5,0,0,1,1,2.0,0,1,76,74,80,0.0,1.0,0.0,1.0
15753,3,6,1,2,1,1,5.0,0,0,41,62,55,1.0,0.0,0.0,1.0
15754,2,5,0,1,1,0,2.0,1,0,59,61,63,1.0,0.0,1.0,0.0
15755,1,0,1,2,2,1,3.0,1,0,52,70,68,1.0,0.0,0.0,1.0
15756,3,2,1,1,2,1,0.0,0,0,61,65,67,1.0,0.0,1.0,0.0
15757,1,2,0,1,1,0,3.0,1,1,58,44,53,0.0,1.0,0.0,1.0
15758,3,6,0,0,2,1,0.0,1,0,92,93,95,1.0,0.0,0.0,1.0
15759,0,0,1,3,2,1,4.0,2,2,77,76,72,0.0,1.0,0.0,1.0
15760,4,3,1,1,1,1,3.0,0,2,98,77,80,0.0,1.0,0.0,1.0
15761,3,6,0,1,0,1,0.0,1,1,63,77,80,1.0,0.0,0.0,1.0
15762,3,2,1,2,1,1,1.0,1,0,58,52,57,0.0,1.0,1.0,0.0
15763,2,1,1,1,2,0,2.0,1,1,57,59,53,0.0,1.0,0.0,1.0
15764,3,0,1,1,2,1,3.0,1,1,63,73,76,1.0,0.0,1.0,0.0
15765,4,6,1,1,1,0,5.0,1,0,75,62,60,0.0,1.0,0.0,1.0
15766,4,1,1,1,2,1,0.0,1,2,83,80,75,0.0,1.0,0.0,1.0
15767,2,5,1,1,1,1,3.0,1,1,50,53,52,1.0,0.0,0.0,1.0
15768,2,2,1,1,2,1,5.0,1,2,71,85,80,1.0,0.0,1.0,0.0
15769,1,6,1,1,1,1,3.0,1,1,56,56,52,0.0,1.0,1.0,0.0
15770,1,0,1,2,2,0,1.0,0,0,54,48,43,0.0,1.0,1.0,0.0
15771,2,1,1,0,2,0,3.0,0,1,46,51,52,1.0,0.0,1.0,0.0
15772,2,2,1,2,0,0,2.0,1,0,66,74,71,0.0,1.0,0.0,1.0
15773,0,2,1,2,2,0,4.0,1,1,74,65,66,0.0,1.0,0.0,1.0
15774,2,4,1,1,1,1,1.0,0,2,74,80,84,1.0,0.0,0.0,1.0
15775,0,5,0,1,2,0,1.0,2,2,67,69,71,0.0,1.0,0.0,1.0
15776,2,0,1,1,2,1,2.0,0,0,84,71,77,0.0,1.0,0.0,1.0
15777,2,5,1,2,0,1,2.0,0,1,75,84,66,0.0,1.0,1.0,0.0
15778,1,1,0,1,1,1,2.0,0,1,58,68,70,0.0,1.0,1.0,0.0
15779,2,0,1,0,2,0,2.0,0,0,42,54,54,1.0,0.0,0.0,1.0
15780,1,0,1,1,2,1,2.0,1,0,68,75,66,0.0,1.0,0.0,1.0
15781,2,6,1,0,2,1,3.0,0,0,62,56,56,0.0,1.0,0.0,1.0
15782,4,5,1,1,2,1,3.0,1,1,67,76,78,1.0,0.0,1.0,0.0
15783,4,2,1,1,2,1,2.0,0,0,69,65,60,0.0,1.0,1.0,0.0
15784,1,3,1,0,2,1,2.0,1,0,77,93,87,1.0,0.0,1.0,0.0
15785,3,0,1,1,2,1,2.0,1,1,70,76,72,0.0,1.0,0.0,1.0
15786,2,0,1,1,1,0,2.0,1,0,70,63,66,0.0,1.0,0.0,1.0
15787,2,4,1,1,2,0,4.0,1,0,91,83,79,0.0,1.0,0.0,1.0
15788,1,5,0,1,2,0,1.0,0,1,71,74,80,1.0,0.0,0.0,1.0
15789,3,2,0,2,2,1,3.0,1,0,63,61,58,0.0,1.0,0.0,1.0
15790,2,2,0,1,1,1,1.0,0,0,74,80,83,0.0,1.0,1.0,0.0
15791,2,6,1,1,2,1,1.0,1,0,53,49,47,0.0,1.0,1.0,0.0
15792,2,0,1,0,1,0,2.0,0,0,39,50,49,1.0,0.0,1.0,0.0
15793,3,5,0,1,1,1,1.0,2,0,53,71,77,1.0,0.0,0.0,1.0
15794,4,3,1,2,2,1,2.0,1,0,75,76,79,1.0,0.0,0.0,1.0
15795,2,6,1,1,2,1,2.0,0,0,54,58,54,0.0,1.0,1.0,0.0
15796,4,2,0,2,1,1,2.0,1,0,99,85,94,0.0,1.0,0.0,1.0
15797,2,3,1,0,0,1,0.0,1,2,71,77,80,1.0,0.0,0.0,1.0
15798,2,2,1,2,1,0,2.0,1,0,64,59,60,0.0,1.0,1.0,0.0
15799,0,5,1,1,2,1,1.0,0,1,53,59,52,0.0,1.0,1.0,0.0
15800,1,5,1,2,1,0,1.0,1,0,72,54,58,0.0,1.0,0.0,1.0
15801,2,5,0,0,1,1,3.0,0,1,67,61,63,0.0,1.0,0.0,1.0
15802,2,6,0,1,0,0,1.0,0,0,83,78,74,0.0,1.0,0.0,1.0
15803,1,5,1,1,2,0,1.0,1,0,58,61,59,0.0,1.0,0.0,1.0
15804,1,1,1,1,1,1,1.0,0,0,60,66,58,0.0,1.0,0.0,1.0
15805,2,0,1,2,2,1,1.0,2,0,89,77,80,0.0,1.0,0.0,1.0
15806,4,0,0,2,1,1,3.0,0,0,83,68,71,0.0,1.0,0.0,1.0
15807,2,0,1,1,1,1,1.0,1,1,46,61,57,1.0,0.0,1.0,0.0
15808,2,2,0,1,1,0,7.0,1,0,73,81,84,1.0,0.0,0.0,1.0
15809,4,4,1,1,0,1,3.0,1,1,77,83,90,1.0,0.0,0.0,1.0
15810,2,1,1,0,2,0,2.0,0,0,58,70,69,1.0,0.0,1.0,0.0
15811,1,6,1,1,2,0,2.0,2,1,59,63,65,1.0,0.0,0.0,1.0
15812,3,0,0,1,1,1,1.0,1,0,64,57,62,0.0,1.0,1.0,0.0
15813,2,0,1,2,0,0,3.0,0,0,29,43,43,1.0,0.0,1.0,0.0
15814,2,0,0,0,1,1,4.0,0,0,73,93,93,1.0,0.0,1.0,0.0
15815,1,6,1,0,1,1,2.0,1,0,56,61,52,0.0,1.0,1.0,0.0
15816,2,5,0,1,1,0,2.0,1,2,82,82,94,1.0,0.0,0.0,1.0
15817,3,2,0,2,1,0,4.0,1,0,86,93,92,1.0,0.0,0.0,1.0
15818,2,6,1,2,2,1,0.0,1,0,58,62,63,0.0,1.0,1.0,0.0
15819,2,2,0,0,0,1,0.0,0,0,88,98,93,1.0,0.0,0.0,1.0
15820,2,1,1,0,2,1,0.0,1,2,65,73,71,1.0,0.0,0.0,1.0
15821,2,3,1,1,2,1,2.0,2,1,48,48,43,0.0,1.0,1.0,0.0
15822,3,5,1,1,1,1,1.0,0,0,51,38,43,0.0,1.0,0.0,1.0
15823,2,2,1,1,1,1,3.0,0,1,82,84,89,1.0,0.0,0.0,1.0
15824,2,1,1,1,1,1,5.0,1,0,89,80,83,0.0,1.0,0.0,1.0
15825,1,6,0,1,0,1,3.0,0,0,58,60,67,1.0,0.0,0.0,1.0
15826,2,5,1,0,1,1,1.0,1,0,48,65,61,1.0,0.0,0.0,1.0
15827,2,0,1,2,1,1,1.0,1,2,62,65,63,0.0,1.0,0.0,1.0
15828,1,4,1,1,2,0,3.0,0,2,75,70,62,0.0,1.0,0.0,1.0
15829,2,4,0,1,2,1,1.0,0,0,80,81,79,1.0,0.0,0.0,1.0
15830,3,0,1,2,2,1,2.0,1,0,74,81,82,1.0,0.0,0.0,1.0
15831,1,3,0,2,1,1,2.0,1,0,59,79,88,1.0,0.0,1.0,0.0
15832,3,5,0,1,0,1,0.0,0,0,95,89,89,0.0,1.0,0.0,1.0
15833,2,4,1,1,1,0,1.0,0,0,53,49,47,0.0,1.0,0.0,1.0
15834,1,5,1,1,2,0,1.0,0,0,62,46,49,0.0,1.0,1.0,0.0
15835,3,2,0,2,2,1,2.0,1,0,66,74,82,1.0,0.0,0.0,1.0
15836,1,3,0,2,2,1,3.0,1,0,73,68,67,0.0,1.0,0.0,1.0
15837,2,5,1,1,2,1,0.0,2,0,57,69,76,1.0,0.0,0.0,1.0
15838,2,5,1,2,2,0,1.0,1,1,57,48,49,0.0,1.0,0.0,1.0
15839,3,0,1,1,1,0,1.0,0,2,71,76,78,1.0,0.0,0.0,1.0
15840,2,1,1,1,2,0,3.0,0,0,57,62,57,0.0,1.0,0.0,1.0
15841,1,6,1,1,1,1,2.0,1,2,43,39,38,0.0,1.0,0.0,1.0
15842,4,0,1,2,1,1,2.0,1,2,90,81,75,0.0,1.0,1.0,0.0
15843,1,0,1,0,1,1,0.0,0,0,89,94,93,1.0,0.0,0.0,1.0
15844,1,0,1,1,2,0,4.0,1,0,60,70,68,1.0,0.0,1.0,0.0
15845,1,2,0,1,1,0,2.0,1,2,57,56,60,0.0,1.0,1.0,0.0
15846,1,1,0,1,2,0,3.0,1,2,85,83,88,0.0,1.0,0.0,1.0
15847,4,6,1,2,2,1,1.0,0,0,74,77,77,1.0,0.0,1.0,0.0
15848,3,5,1,0,1,1,3.0,0,0,70,60,63,0.0,1.0,1.0,0.0
15849,2,0,1,2,0,0,2.0,2,2,67,88,87,1.0,0.0,1.0,0.0
15850,2,0,1,2,2,1,0.0,1,0,66,68,62,1.0,0.0,1.0,0.0
15851,2,0,0,0,1,1,1.0,1,0,70,82,78,1.0,0.0,1.0,0.0
15852,4,5,0,1,1,0,1.0,1,2,66,75,77,1.0,0.0,0.0,1.0
15853,1,1,1,3,2,1,1.0,1,0,60,75,74,1.0,0.0,0.0,1.0
15854,2,5,0,1,1,0,1.0,1,0,64,60,63,0.0,1.0,1.0,0.0
15855,2,2,0,1,2,1,3.0,0,0,63,68,63,1.0,0.0,1.0,0.0
15856,2,3,1,1,2,1,5.0,0,0,89,87,85,0.0,1.0,0.0,1.0
15857,3,3,0,0,2,1,2.0,0,1,70,75,80,0.0,1.0,1.0,0.0
15858,2,0,0,1,1,1,0.0,1,0,67,52,56,0.0,1.0,0.0,1.0
15859,2,2,1,2,0,1,1.0,0,1,86,74,74,0.0,1.0,0.0,1.0
15860,2,6,0,1,2,1,4.0,0,1,66,65,65,0.0,1.0,0.0,1.0
15861,3,5,1,1,2,1,3.0,0,0,84,77,79,0.0,1.0,1.0,0.0
15862,1,6,1,1,1,1,1.0,1,2,65,53,50,0.0,1.0,0.0,1.0
15863,0,4,1,1,2,1,1.0,1,1,66,65,62,0.0,1.0,1.0,0.0
15864,3,5,0,0,1,0,1.0,1,0,65,53,59,0.0,1.0,0.0,1.0
15865,2,1,1,1,1,1,1.0,0,0,70,61,61,0.0,1.0,0.0,1.0
15866,4,1,0,1,0,1,0.0,1,1,80,93,89,1.0,0.0,1.0,0.0
15867,3,2,0,2,0,1,3.0,2,0,63,66,58,0.0,1.0,0.0,1.0
15868,1,6,1,1,2,0,3.0,0,0,87,84,84,1.0,0.0,0.0,1.0
15869,2,2,1,2,2,0,1.0,1,0,83,81,72,0.0,1.0,1.0,0.0
15870,2,6,1,1,1,1,1.0,1,0,78,77,69,0.0,1.0,0.0,1.0
15871,1,4,1,1,2,1,2.0,1,2,76,84,81,1.0,0.0,0.0,1.0
15872,3,5,0,1,1,1,2.0,0,0,51,53,58,1.0,0.0,0.0,1.0
15873,3,1,1,1,1,1,4.0,1,0,100,87,86,0.0,1.0,0.0,1.0
15874,2,6,1,2,0,1,2.0,1,1,49,63,55,1.0,0.0,1.0,0.0
15875,4,4,1,2,2,0,3.0,1,0,82,73,78,0.0,1.0,1.0,0.0
15876,4,2,0,0,2,1,3.0,0,1,71,72,73,1.0,0.0,1.0,0.0
15877,2,1,0,2,1,1,0.0,1,2,51,53,52,0.0,1.0,1.0,0.0
15878,4,2,0,1,1,1,1.0,2,0,86,89,93,1.0,0.0,1.0,0.0
15879,2,2,1,1,0,1,1.0,1,0,64,62,59,0.0,1.0,0.0,1.0
15880,2,0,1,1,2,1,4.0,0,0,78,73,75,0.0,1.0,0.0,1.0
15881,3,3,0,1,2,1,2.0,1,1,62,71,77,1.0,0.0,0.0,1.0
15882,1,0,0,1,2,1,2.0,2,0,65,58,66,0.0,1.0,1.0,0.0
15883,2,1,0,1,1,1,3.0,1,2,47,64,71,1.0,0.0,0.0,1.0
15884,3,0,1,2,1,1,3.0,1,0,65,65,69,1.0,0.0,0.0,1.0
15885,1,6,1,3,2,0,1.0,0,0,49,60,57,1.0,0.0,1.0,0.0
15886,1,5,1,1,2,1,1.0,0,0,46,65,67,1.0,0.0,1.0,0.0
15887,2,4,1,1,2,1,0.0,2,0,85,86,83,1.0,0.0,0.0,1.0
15888,2,5,1,2,0,1,2.0,0,1,70,85,80,1.0,0.0,0.0,1.0
15889,2,3,1,1,1,1,1.0,0,0,62,60,59,0.0,1.0,1.0,0.0
15890,2,6,0,2,0,0,1.0,2,1,46,60,59,1.0,0.0,0.0,1.0
15891,3,2,1,1,1,1,0.0,1,0,51,54,55,0.0,1.0,1.0,0.0
15892,1,6,1,1,2,1,1.0,1,2,46,54,56,1.0,0.0,0.0,1.0
15893,1,4,1,0,2,1,2.0,1,1,59,66,69,1.0,0.0,0.0,1.0
15894,4,5,0,0,0,1,3.0,1,0,80,78,80,0.0,1.0,0.0,1.0
15895,3,0,0,1,2,1,3.0,0,1,64,84,86,1.0,0.0,0.0,1.0
15896,4,2,0,0,2,0,1.0,1,0,68,90,89,1.0,0.0,1.0,0.0
15897,1,3,1,1,2,1,1.0,0,1,44,59,55,1.0,0.0,1.0,0.0
15898,1,6,1,0,2,1,4.0,0,0,39,39,40,1.0,0.0,1.0,0.0
15899,2,6,0,0,2,1,0.0,2,1,70,66,61,0.0,1.0,0.0,1.0
15900,2,2,1,1,1,1,2.0,0,1,72,59,61,0.0,1.0,0.0,1.0
15901,2,2,0,1,2,1,1.0,1,0,60,66,66,1.0,0.0,0.0,1.0
15902,2,6,1,1,0,0,3.0,1,1,61,78,69,1.0,0.0,0.0,1.0
15903,3,3,0,1,0,1,3.0,0,0,84,80,83,0.0,1.0,0.0,1.0
15904,2,4,1,1,2,1,0.0,2,0,59,75,74,1.0,0.0,1.0,0.0
15905,1,2,1,1,2,1,2.0,1,1,43,49,50,1.0,0.0,0.0,1.0
15906,2,0,0,1,2,1,1.0,2,0,52,60,51,0.0,1.0,1.0,0.0
15907,1,4,0,1,2,1,1.0,0,0,62,78,80,1.0,0.0,0.0,1.0
15908,2,5,0,1,2,1,3.0,1,1,38,55,61,1.0,0.0,1.0,0.0
15909,1,0,1,0,2,1,0.0,1,0,64,78,72,1.0,0.0,1.0,0.0
15910,1,5,1,1,2,1,1.0,2,1,62,67,64,1.0,0.0,0.0,1.0
15911,1,1,0,1,0,0,4.0,0,0,64,77,78,1.0,0.0,1.0,0.0
15912,0,0,1,1,2,0,2.0,1,2,67,75,70,0.0,1.0,0.0,1.0
15913,2,6,1,1,2,1,3.0,2,0,67,65,65,0.0,1.0,1.0,0.0
15914,2,4,1,2,2,0,1.0,1,1,69,62,61,0.0,1.0,0.0,1.0
15915,0,2,1,1,2,1,2.0,0,0,86,83,78,0.0,1.0,0.0,1.0
15916,0,2,0,1,2,1,4.0,0,1,64,61,58,0.0,1.0,0.0,1.0
15917,0,0,1,1,1,1,2.0,1,1,70,80,77,1.0,0.0,0.0,1.0
15918,2,3,1,1,0,1,2.0,1,0,63,60,58,1.0,0.0,0.0,1.0
15919,1,2,1,1,2,1,3.0,0,0,30,53,51,1.0,0.0,1.0,0.0
15920,3,5,0,1,0,1,3.0,0,0,64,70,76,1.0,0.0,1.0,0.0
15921,3,6,0,1,2,1,4.0,0,1,64,76,77,1.0,0.0,0.0,1.0
15922,3,3,1,0,1,0,1.0,2,0,72,64,67,0.0,1.0,0.0,1.0
15923,4,6,0,0,2,1,2.0,1,1,56,59,59,1.0,0.0,0.0,1.0
15924,0,1,1,1,2,1,1.0,1,1,56,60,65,1.0,0.0,0.0,1.0
15925,3,2,0,1,0,1,0.0,1,1,76,78,78,0.0,1.0,1.0,0.0
15926,2,2,1,0,1,0,1.0,1,0,61,66,61,1.0,0.0,0.0,1.0
15927,4,5,1,1,1,1,3.0,1,0,89,73,73,0.0,1.0,0.0,1.0
15928,0,6,0,2,1,1,0.0,1,2,88,74,73,0.0,1.0,0.0,1.0
15929,2,1,1,0,2,1,2.0,1,1,29,45,40,1.0,0.0,1.0,0.0
15930,4,1,0,1,1,1,3.0,0,0,58,41,42,0.0,1.0,0.0,1.0
15931,2,2,1,1,2,0,3.0,0,2,78,76,68,0.0,1.0,1.0,0.0
15932,4,2,0,1,0,1,3.0,2,0,77,84,87,1.0,0.0,1.0,0.0
15933,4,6,1,0,2,1,3.0,1,0,80,77,73,0.0,1.0,0.0,1.0
15934,1,4,0,1,2,1,1.0,2,0,34,36,39,0.0,1.0,1.0,0.0
15935,3,0,1,0,2,0,3.0,0,1,59,72,72,1.0,0.0,0.0,1.0
15936,1,5,1,1,1,1,5.0,1,1,67,57,62,0.0,1.0,0.0,1.0
15937,2,1,1,2,1,1,2.0,1,2,55,63,65,1.0,0.0,0.0,1.0
15938,0,0,1,0,1,1,0.0,2,0,96,91,89,0.0,1.0,0.0,1.0
15939,4,5,1,2,1,0,2.0,1,2,50,52,58,1.0,0.0,1.0,0.0
15940,2,4,1,3,1,1,7.0,1,2,90,63,67,0.0,1.0,0.0,1.0
15941,3,6,0,2,2,1,2.0,1,2,77,89,88,1.0,0.0,0.0,1.0
15942,3,5,1,1,1,0,1.0,1,0,91,94,95,1.0,0.0,0.0,1.0
15943,3,1,1,0,2,1,3.0,1,1,81,87,91,1.0,0.0,0.0,1.0
15944,3,2,1,2,2,1,0.0,1,0,82,78,78,0.0,1.0,0.0,1.0
15945,2,6,1,2,2,1,2.0,1,0,41,53,47,1.0,0.0,1.0,0.0
15946,2,5,0,1,2,1,2.0,1,1,75,95,94,1.0,0.0,0.0,1.0
15947,0,2,1,2,2,0,4.0,0,0,68,66,60,0.0,1.0,1.0,0.0
15948,3,1,0,1,2,1,4.0,0,0,53,60,70,1.0,0.0,0.0,1.0
15949,3,0,0,1,2,1,2.0,2,1,65,71,65,0.0,1.0,1.0,0.0
